Poem,Number of Versus,Poet,Century,Label,Type,Metre
أَلا رَوّحوا روحي برائحة الوَردِ فَقَد جاءَنا فصل الرَبيع من البُعدِ أَلا متعوني مرَّةً من شَميمِه فيذهبَ عني بعض ما بي من الوَجدِ هُوَ الوَردُ طيباً وازدهآءً ومنظراً وزهرتُهُ منهُ على ذلك الخَدِّ وأَشواكُهُ اشواقُنا لجمالِهِ وَحاشاهُ من شوكٍ على ذلك القدِّ وَلِلَّهِ وَردٌ لَيسَ يبرحُ ناضِراً فَلَم يَكُ مختصّا بشهرٍ لهُ فردِ اتوق اليهِ مثلما اشتاق إِيَّلٌ الى ما بِهِ يُروي ظماهُ من الوَردِ وأَهفو لانفاس النَسيم اذا اتى لنا من لَدُنهُ حامِلاً ارَجَ النَدِّ سقى اللَهُ روضاً منهُ كان لنا بِهِ مَحاضِرُ لا تُنسى على قِدَم العَهدِ محاضِرُ كانَ الدهرُ بعضَ حضورها مَع الصفوف الايناس والبِشر والسَعدِ رأَى ما بها من رائق الأُنس فاِنثَنى الينا وَحيّانا تحيَّة ذي ودِّ وَقالَ انظِموني بينكم متمتَّعاً بها مَعكم بالشر منيَ وَالحَمدِ وَعاهَدَنا ان لا يكدّر صفَونا وَهَيهاتِ ان يَبقى الزَمان على العَهدِ فجمَّعنا تجميعَ احرُفِ شملِنا وَفرَّقَنا تَفريقَهُ احرُفَ الوَردِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 13</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر الطويل
من الغرب وافى كوكب الشرق عن قربِ خلافاً لما اعتدناهُ من مضطلع الشهبِّ تجلّى علينا كالهلال فَلَم يكن عَجيباً اذا وافى الينا من الغربِ تَهلَّيتِ الاقطار عند قدومِهِ تهلَّلَ جِسمٍ قد حظي بِلقا قَلبِ رَئيسٌ وَلكن ليس يحسَبُنا سوى بَنينَ لَهُ يُهدي لنا خالصَ الحبِّ تَجَلَّت بِهِ ايامُنا الغُرُّ تُزدَهى وَقَد خفقَت من فوقها راية العُجبِ وازهر روضُ العلم فيها بفضلِهِ فاصبح يُسقى صَيِّبَ الفضل لا السُحبِ نَعِمنا بِعَودٍ منهُ نَدعوهُ عندنا بَعيدٍ طَمَت بُشراهُ بالمنهَل العَذبٍ اتى بعد ما طاف البلاد كسائحٍ وَلَيسَ لَهُ غير الالهِ من الصَحبِ يدبّر احوالاً وَيَرعى رعيَّةً لراحة مَربوبٍ وَكَسب رضى ربِّ تحمَّلَ من عِبءِ العَناكلَّ محمَلٍ وَداس بجُهدٍ كلَّ مستوعِرٍ صَعبِ وَعاد الينا وهو افضلُ عائدٍ لدآءٍ من الاشواق وافاهُ بالطِبِّ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 11</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر الطويل
جاءَ الرَبيعُ وأنتَ زَهرُ جِنانِه بل وَردُهُ الفَيّاح في نَيسانِهِ وافيتما متصاحَبين وحبذا وَفدٌ سَعيدٌ طابَ سعدُ قِرانِهِ خير الرجال أُلي الشهامة والعُلى وأَجَلُّ فَصلٍ من فصول زَمانِهِ هَذا رَسول الدولةالعظمى الَّتي هي دَوح مَجدٍ وهو من اغصانِهِ دَوحٌ سَقاهُ الفضلُ أَعذبَ مآئِهِ فجرت مياهُ العزّ في عِيدانِهِ طابَت مغارِسُهُ فاثمرت المُنى وَشَذا المعارف فاح من بستانِهِ قد زار مدرسةً زهَت بمزارِهِ وَتَرَفَّعت شرفاً برفعة شانهِ بيتُ المعارف قد غدا بِلقآئِهِ بيتَ المفاخر في اِرتفاع مكانِهِ عزَّت مَبانيهِ فكاد أَساسُها يَعلو الى الشُرُفات من بُنيانهِ اهلاً بزائرنا الكَريم فانهُ اهلٌ ليُنزِلَهُ الفَتى بجَنانِهِ لا يُدعَ ضيفاً في حِمانا إِنَّهُ في بَيتهِ منهُ وفي اوطانِهِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 11</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر الكامل
نزلت عليكِ من البَها آياتُهُ وَعليَّ فيكِ من الهوى آفاتهُ كم سورةٍ للحسن فيكِ وَسورةٍ للحُبّ فيَّ تهيجُها ثَوراتهُ سورٌ بخدّكِ قد خُطِطنَ وحبرها نبتُ العِذار المُستَطابِ نباتهُ الخطُّ هَذا ليس يُقرأُ رسمُهُ ام ليس من لغة الورى كلماتهُ خلع الجمالُ عليكِ من حُلّاتِهِ وعليَّ من خِلَع الهوى حالاتهُ الله أكبر ان قَلبي في يدي لكن بحبّكِ غُيرّت عاداتهُ وهواكِ انَّ هواكِ في شرع الهوى ديني عليَّ سجودهُ وَصلاتهُ أنا زاهِدٌ فيما سواهُ راغِبٌ فيهِ وحسبي في الهوى مَرضاتهُ أصغي لما يُلقيهِ ممتثلاً لَهُ وَيَروقني إِرشادهُ وعظاتهُ لِم لا وقد خَطَّت وَصاياهُ عَلى صفَحات قَلبي من دَمي قطراتهُ وبوجنتيكِ دَمي ليشهدَ انني عَبدٌ بكفّكِ عيشهُ وَمماتهُ عَبدٌ ولكني بحبّكِ سيَّدٌ وَالعبد يَسمو ان سمت ساداتهُ حُرٌّ لانَّ هواكِ حرَّرني وان اكُ عبدَهُ اذ نُزّهَت غاياتهُ إني امرؤٌ يهوى الصفاتِ قُبَيلَ أَن يَهوى الجمالَ كما اِقتضَت لَذاتهُ أَحسِن صفاتِكَ فالجَمالُ لهُ مدى يَزهو لديهِ وَتَنتَهي لمحاتهُ لا خَيرَ في مَن وجهُهُ حَسَنٌ اذا اق تَصَرَت على الوَجهِ الجميل صفاتهُ قالَت أَلاصِف مَعطِفي ولواحظي فاجَبتُ ذا بانٌ وَذي ظَبياتهُ وَصفِ الخُدودَ مع العيون فَقُلتُ ذي قَدَح المدام بدا وتلك سُقاتهُ وصِفِ الحواجب والعيونَ فقُلتُ ذي سَهمٌ وَهاتيك القِسيُّ رُماتهُ وصفِ الفَم الحالي بلؤلؤِ ثغرهِ قُلتُ الشَرابُ وتلك فُقّاعاتهُ وِصفِ الهوى بي قُلتُ ذاتُك اصلهُ وَكَفى فَحَيثُ تَكونُ تلك الذاتُ هو حَسنآءُ باهرةُ الجَمال كأَنَّها بدرٌ بدورُ سمآئِنا هالاتهُ فَتّانة اللحظ المريض وَما بِهِ من علَّةٍ لكن بنا علّاتهُ مرض الطَبيبُ بِهِ وَعيدَت عُوَّدٌ فيهِ فَمَن عُوّادُهُ وأُساتهُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 24</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر الكامل
يا حَبَّذا مَيُّ من ظبيٍ اذا نَفَرت وَحَبَّذا ميُّ من غصنٍ اذا خطرت وَحبذا وجهها الباهي الَّذي كُتِبت فيهِ رموزٌ لاهل العشق قد سُطرت وَحبذا خدّها القاني ووردتهُ اذا ذوى في روض الحيا نضرت يا وردةً كلما اشتدَّ الظمآءُ بها من نار حسنٍ ذكت في خدّها ازدهرت كَيفَ السلوَّ وَنَفسي كلما قنعت بِهِ اتى آمرُ الاشواق فائتمرت وكلما رام طَرفي ان يُحبَّ سوىً نَهاهُ ناهي دموعٍ في الغَرام جرت ان كنتُ في القرب مشتاقاً اليكِ تُرى مَتى تَكون بلا شوقٍ حَشاً فُطرت هَيهاتِ ما بُعد صبٍّ عن حبيبتهِ الّا اذ احتجبت عنهُ وَما سَفرت,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 8</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر البسيط
كأَنَّما جسمهُ في لينهِ شَمَعٌ وَوَجههُ نورهُ في افق قامتهِ لِم لا يسيلُ فَقالوا انهُ قَمَرٌ نورٌ ولا نارَ تذكر في دُبالتهِ اني لَهُ عن غَرامي فيهِ معتذرٌ اخاف تأثير حبي في لطافتهِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر البسيط
يا غَزالاً بالبها والحَوَرِ صاد قَلبي بسهام النظَرِ عيلَ مني في الهوى مُصطَبَري قالَ ان كنتَ محبّا فاصبِر يا مليك الغنج يا ربَّ الدلال يا جمالَ النور يا نور الجمال يا مرير الهجر يا حلو الوصال يا نعيمي في الهوى او سَقَري مَن مُجيري في هوى ظبيٍ غَرير كَسرَ القَلبَ لَهُ جفنٌ كسير قلَّ فيهِ الصَبرُ والوَجدُ كثير وَهواهُ قاتلي بالأَكثرِ لا تَلُم يا عاذلي في حبِّهِ فحبيبي ما لَهُ من مشبِهِ قمرٌ قد اظلم القَلبُ بِهِ فاعجبوا من نور هذا القمرِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 8</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر الرمل
كَريمةٌ لامين اللَه قد وُلِدَت حسناءُ تسبي بحسر اللحظ هاروتا قال الَّذي كتب التأريخَ يرقمهُ زيدَ الامينُ على الأَلماس ياقوتا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",خليل اليازجي,لبنان,قصائد غزل,عموديه,بحر البسيط
زُفَّت إِلَيكَ وَلَستَ مِن أَكفائِها كَالشَّمسِ طالِعَةً عَلَى حِربائِها بَيضاءُ أَشرَقَ وَجهُها في فَرعِها حَتّى عَرَفتَ صَباحَها بِمَسائِها لَو كانَ صَرفُ الدَّهرِ عِندَكَ حاضِراً نَثَرَ الخُطوبَ عَلَيكَ وَقتَ جَلائِها رَفَعَت سُتُورَكَ لِلهَناء بِأَخذِها وَالحُسنُ قَبلَكَ جالِسٌ لِعَزائِها ما جَادَتِ الدُّنيا عَلَيكَ بِمِثلِها إِلَّا لِيَحمَدَ بُخلَها بِسَخائِها,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 5</p>",ابن سنان الخفاجي,العصر المملوكي,قصائد غزل,عموديه,بحر الكامل
وَبَعيدَةٍ سَمَحَ الخَيالُ بِقُربِها حَتّى دَنَت فَبِحَمدِهِ لا حَمدِها مالَت مَعَ الواشي وَماسَ قَوامُها فَرَأَيتُ ليَّ عُهودِها في قَدِّها,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن سنان الخفاجي,العصر المملوكي,قصائد غزل,عموديه,بحر الكامل
وَظَبيٌّ مِنَ الأَتراكِ رَنَّحَهُ الصِّبا فَمالَ وَمِن أَعطافِهِ تُقبَسُ الخَمرُ إِذا أَخَذَ المِرآةَ يَنظُرُ وَجهَهُ ظَنَنتَهُما شَمسَينِ بَينَهُما بَدرُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن سنان الخفاجي,العصر المملوكي,قصائد غزل,عموديه,بحر الطويل
وَمُفَوَّقٍ أَلحاظُهُ وَسِهامُهُ وَكَأَنَّ ما في جَفنِهِ في خَصرِهِ مَلَكَ الزَّمانَ بِأَسرِهِ فَنَهارُهُ في وَجهِهِ وَظَلامُهُ في شَعرِهِ وَسَطا عَلى الصَّهباء حَتّى لَونُها مِن خَدِّهِ وحُبابُها مِن ثَغرِهِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",ابن سنان الخفاجي,العصر المملوكي,قصائد غزل,عموديه,بحر الكامل
خلعتُ عِذاريَ في شَادِنٍ عُيُونُ الأنامِ به تُعقَدُ غَدَا وَجهُهُ كَعبَةً للجَمَالِ ولي قَلبُهُ الحَجَرُ الأَسوَدُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن هندو,العصر العباسي,قصائد غزل,عموديه,بحر المتقارب
الآن قد صحَّت لدَيَّ شهادةٌ أن ليس مثل جمالهِ بمصوَّرِ خطٌّ يكتِّبُهُ حَوَالَي خدِّه قلمُ الإله بنَقس مسكٍ أذفرِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن هندو,العصر العباسي,قصائد غزل,عموديه,بحر الكامل
ودوحة أُنسٍ أصبحت ثمراتُها أغاريدَ تجنيها ندامى وجلاسُ تغنَّى عليها الطيرُ وهي رطيبةٌ فلما عَسَت غنَّى على عودِها الناسُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن هندو,العصر العباسي,قصائد غزل,عموديه,بحر الطويل
تَناصُرُ الشيبِ في فَوْدَيْهِ خِذْلانُ إنَّ الزيادةَ في النُّقْصان نُقْصانُ لا تغْتَررْ بعيونٍ ينظرونَ بها فإنما هيَ أحداقٌ وأجفانٌ كمْ مُقْلَةٍ ذهبتْ في الغيِّ مذهبها بنظرةٍ هي شانٌ أو لها شان رهْنٌ بأضغاثِ أحلامٍ إذا هجعت وربَّما حَلِمَتْ والمرءُ يقظان فانظرْ بعقلكَ إن العينَ كاذبةٌ واسمعْ بِحسّكَ إن السمعَ خوَّان ولا تقُلْ كل ذي عينٍ له نَظرٌ إن الرعاةَ تَرَى ما لا يرى الضان دع الغنى لرجالٍ ينْصَبُونَ له إنَّ الغِنَى لفضولِ الهمِّ مَيْدان واخلعْ لَبُوسَكَ من شحٍّ ومن أملٍ لا يقطعُ السيفُ إلا وهو عريان وصاحبٍ لم أزلْ منه على خَطَرٍ كأنَّني علمُ غيبٍ وهو حَسَّان أغراهُ حظٌّ توَخّاه وأخطأني أما درَى أن بعض الرِّزقِ حِرْمان وَغَرَّه أنْ رآه قد تَقَدَّمَني كما تَقَدَّمَ بسم الله عُنْوانُ إني استجرتُ على ريبِ الزمان فتًى إلا يكنْ ليثَ غابٍ فهو إنسان حسبي بِعُلْيَا عليٍّ معقلٌ أشِبٌ زمانُ سَيْري به في الأرض أزمان صعبُ المراقي ولكنْ ربما سَهُلَتْ على المُنى منه أوْطارٌ وأوطان الواهبُ الخيلَ عِقْباناً مُسَوَّمَةً لو سُوِّمتْ قبلها في الجوِّ عقبان من كلِّ ساع أمامَ الريح يَقْدُمُها منهُ مهاةٌ وإن شاءتْ فسرحان دُجُنَّةٌ تصفُ الأنوارَ غُرَّتُها وَنَبْعَةٌ يَدَّعي أعْطَافَها البانُ عصا جَذِيمةَ إلا ما أُتيح لها من أمرِ موسى فجاءَتْ وَهْيَ ثعبان هيمٌ رواءٌ لو أن الماءَ صافحَها لزالَ أو زلَّ عنها وهو ظمآن يَكادُ يَخْلَقُ مُهْرَاقُ الدماءِ بها فلا تَقُلْ هي أنْصَابٌ وأوثان مَوْتَى فإن قَلِقَتْ أجفانُها علمتْ أنَّ الدروعَ على الأبطالِ أكفانُ نفسي فداؤكَ لا كفؤاً ولا ثمناً ولو غدا المُشْتَري منها وكيوان والتبرُ قد وَزَنُوه بالحديدِ فما ساوَى ولكن مقاديرٌ وأوزان,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 23</p>",التطيلي الأعمى,العصر الأندلسي,قصائد غزل,عموديه,بحر البسيط
خَلَعْتُ عِزِّي وديني في أهْيَفِ القدِّ لَدْنِهْ يَسْطو بسيفِ المنونِ ما جَفْنُهُ غيرُ جَفْنِهْ يا قَسْوة الحبِّ ليني ولو بِرُمّانِ غُصْنِه لم نَبقَ مني بقِيهْ تُرْجَى لدنياً ولا دينْ ما الحبُّ إلا مَنِيّهْ وارَحْمَتا للمحبين عَبْدَ المليك أُحِبُّكْ ولا سبيلَ إليكْ مولايَ حسْبي وحسْبُكْ قد ذُبتُ وجداً عليكْ حتى مَ يَضْنَى مُحبُّكْ وبُرْؤُهْ في يَدَيْكْ اللهَ اللهَ فيَّهْ فررتُ في حَرْبِ صفّينْ كم فيكَ من أُمْنِيَّهْ أمْسَى بها الحتفُ مقرون اللهَ بيني وبينكْ يا قاتِلي بِجَفَائِهْ حَمَّلتَ قلبيَ بينك ولا دواءَ لدائه هل يَقتضي الصبُّ دَينَكْ والموتُ دونَ قضائه رفقاً بنفسٍ أَبِيَّهْ لولاكَ لم تدرِ ما الهُونْ تدعوك وهي درِيَّهْ كما دعا اللهَ ذا النون لا أكتمُ الحبَّ بَعْدُ قد ضِقتُ ذَرْعاً بكتمهْ لا رقَّ لي مَنْ أوَدُّ إن لم أُصرِّح عنِ اسمهْ قلْ للرقيب سأَشدو بردِّه أو بِرَغْمِه إذا دخلت الحنيَّهْ فاجنحْ إلى حُورِها العينْ واخصص بأدنى تحيّه عبد المليكَ بن ذنين,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 20</p>",التطيلي الأعمى,العصر الأندلسي,قصائد غزل,عموديه,بحر موشح
سباني بسحرِ الأعينِ النّجْلِ غزالٌ يشوبُ الهجر بالوصلِ تَكَنَّفَنِي فيه أولو العَذْلِ رويدكمْ فالعذلُ لا يُسلي خلعتُ لكم جُلّي وأعْذَارِي أنا سابقٌ والحبُّ مضماري أَبى القلب أن يَسْلُوَ عن ذِكرِ نَدَامى كمثل الأنجم الزُّهْرِ عليهم أكاليلٌ من الزهرِ قطعتُ بهم والدهر لا يدري أصائلَ سِتّبعد أسْحارِ كأنَّ مُدامنا منْ جُلَّنَارِ أبا القاسمِ أفديكَ منْ نَدْبِ أناملُهُ أَنْدى من السُّحْبِ على مُعْتَفِيه وعلى الصَّحْبِ وتاللهِ لا أخْشَى من الجَدْبِ ولا زَمَنٍ أنكدَ من جَارِ وأنتَ عليه خيرُ أنصاري وخودِ عُرْبٍ شَفَّها البُعْدُ وعادَ إليها إلْفُها بَعْدُ فعادَ الهنا واستحكمَ الودُّ تقولُ وقد ساعدها السعد دَنَتْ دارُ من أهواهُ مِن داري وزار وما كانَ بزوَّارِ أحلى منَ الأمْنِ يرتابُ في قربي وَيَفْرَقُ في وجهِهِ سُنّهْ يشجى بها العذْلُ وَيَشْرَقُ اللهَ ما أقربْ على مُحِبيّهِ وأبْعَدا حلوُ اللّمى أشْنب آسى الضنا فيه وأَسْعَدا أحْبِبْ به أحْبِب ويا تجنّيه طال المدى أما ترى حُزني ناراً على قلبي تُحَرِّقُ حسبي به جنّة يا ماءُ يا ظلّ يا رونَقُ أعاذَك اللهُ من كلّ ما ألقى وقد فَعَل بي منكَ تيّاه يُسرُّ أن أشْقَى ولا أمَل ألهو بذكراه من حيث لا أبقى ولا عَدَل أَعيا على ظنّي ملآنَ من عُجْبِ مُعوِّقُ سطا فلا جُنّةْ تَقِي ولا نَصْلُ يُطبّقُ يا زينة الدنيا من كلِّ ما استهواك أو وفّرك آلاءِ ذي تُقْيا يخافُ لو سمّاك لَشَهّرْكْ من أعجبِ الأشيا في الحبِّ أن يهواك منْ لم يرَك فإن يُسَلْ يكني وحالُهُ يُنْبي فَيَصْدُقُ بأَنك الظنّة يُومي بك الحفل أو ينطق لا تنخدعْ عنّي فإنّهُ الصبرُ أو الرَّدى وثقْ فإن أكني إن رابني الدهر وفَنّدا واخجلتي منّي حتى مَ أغترُّ ولا جدا مالي وللحُسْن عَهْدٌ من الحبِّ لا يَخْلَقُ إن قلتُ بي جِنّة فأين ما أقلو وأفرقٌ ألقاكَ عن عُفرِ فلا أناجيكا إلا اشتياقْ والله ما أدري قد التوى فيكا أمري وضاقْ أشدو وما عُذْري ألا أقاضيكا إلى العناق يا ربّ ما اصبرني نرى حبيب قلبي ونعشقو لو كانْ يكن سُنّهْ فيمنْ لقي خِلُّو يعَنّقو,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 39</p>",التطيلي الأعمى,العصر الأندلسي,قصائد غزل,عموديه,بحر موشح
ما حالُ القلوب وفي غمضِ الجفونِ عيونٌ ظُباها أَمْ ضَى سهامِ المنونِ قسيُّ الحواجبْ سهامها عيناهُ كنوني كاتب قد خطَّهنَّ اللهُ وخضرةُ شارب مع ما حوت شفتاهُ من درٍّ وَطِيبْ لو بعتُ روحي وديني في رَشْفِ لماها ما كنتُ بالمغبونِ يا مَنْ يتعززْ اخضعْ لعبد العزيزِ إن كنت تميّزْ جمالَهُ تميزِي والخدَّ المطرَّز بأَبدعِ التطريز والخالَ العجيبْ قد جالَ في النسرينِ كزنجيٍّ ناها في روض الياسمينِ لا أُصغي لّلاحي يلج في تعذالي ووجهُ الصلاحِ حبي لهذا الغزالِ مَنْ هوَ في الملاحِ من الطراز العالي قَدٌّ كالقضيبْ في الانثنا واللينِ وخصرٌ إن ضاها به لرقّةِ ديني كشفتُ القناعا مُسْتَوْهِباً منه قُبْلَهْ فاستحيا امتناعا أظنها منه خجله فقلتُ انخضاعا ما قال قيسٌ لعبله أما أنا حبيبي نطيش من غرشوني شيم غين رشاها ألا نغرش منوني,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 22</p>",التطيلي الأعمى,العصر الأندلسي,قصائد غزل,عموديه,بحر موشح
غَدَت أَعيُنٌ لِلناسِ رُمداً مُصابَةً بِعَينيكَ إِنَّ السِحرَ مِنها يُؤثِّرُ وَكَم أَثَّرَت عَيناكَ في أَعيُنِ الوَرى إِلى أَن غَدَت في نَفسِها تَتَأَثَّرُ كَذا الصارِمُ الصَّمصامُ إِن دامَ قاطِعاً يَصِر فيهِ مِنهُ عِندَ ذاكَ تَأثُّرُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو حيان الأندلسي,العصر الأندلسي,قصائد غزل,عموديه,بحر الطويل
قَد سَباني مِن بَني التُركِ رَشا جَوهَريُّ الثَغرِ مِسكيُّ النَفَس قَد حَكى غُصناً وَبَدراً وَنَقاً في اِرتجاجٍ وَانبِلاجٍ وَميَس ضيّقُ العَينينِ تركيُّهُما واسعُ الوَجنَةِ خَزِّيُّ المَجَس ناظِري للوَردِ مِنهُ غارِسٌ ما لَهُ لا يَجتَني مِما غَرَس أَصبَحت عَقربُ صدغيهِ مَعاً لجنيِّ الوَردِ في الخَدِّ حَرَس وَغَدا ثُعبانُ دُبُّوقَتِهِ جائِلاً في عِطفِهِ مَهما اِرتَجَس لَستُ أَخشى سَيفَهُ أَو رُمحَهُ إِنَّما أرهبُ لحظاً قَد نَعَس اِختَلَسنا بَعدَ هَجرِ وَصله إِنَّ أَهنا الوَصلِ ما كانَ خَلَس لَستُ أَنساهُ وَقَد اطلَعَ من راحِهِ شَمساً أَضاءَت في الغَلَس وَرَمى العمَّةَ وَالتاح لَنا فَرقُ شعرٍ دَقَّ مبدٍ ما التبَس لَمس الكَأسَ لِكي يَشرَبَها فَاعترتهُ هَزَّةٌ مِما لَمَس ثُمَ أَدنى جَوهَراً مِن جَوهَرٍ وَتَحسّى الكَأسَ في فَردِ نَفَس وَغَدا يَمسَحُ بِالمنديلِ ما أَبقتِ الخمرةُ في ذاكَ اللَعَس عَجَباً مِنها وَمِنهُ قهقهَت إِذ حَساها وَهوَ مِنها قَد عَبَس,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 14</p>",أبو حيان الأندلسي,العصر الأندلسي,قصائد غزل,عموديه,بحر الرمل
تَيَمَّن بِها مِن غُرَّةٍ نورُها الشَمسُ أَنارَت دجى الأَيامِ فارتفَعَ اللَبس وَأَلمِم بمُغني دَولَةٍ ناصِرِيَّةٍ تَكنَّفَها الاقبالُ وَالنَصرُ وَالأُنسُ تَولّى لَها التَدبيرَ أَروَعُ ماجدٌ كَثيرُ التَوقّي شَأنُهُ الجودُ وَالبَأسُ وَمَن يَكُ سَيفُ الدينِ نائِبَ مُلكِهِ يَنَم وَجُفونُ الدَهرِ عَن مُلكِهِ نُعسُ أَميرٌ خَبيرٌ ذو وَغىً وَسِياسَةٍ تَغايرَ في عَليائِهِ الطَرف وَالطِرسُ كَأَنَّ الوَرى جِسمٌ لَدَيكَ شِفاؤُهُ وَأَمرُكَ في تَدبيرِهِ الروحُ وَالنَفسُ إِلَيهِ اِنتَمَت كُلُّ المَكارِمِ وَاِنتَهَت فَبِالشَخصِ مِنهُ يَفخَرُ النَوعُ وَالجِنسُ مُميت نُفوسٍ إِن عَصَت وَمُفيدُها إِذا ما أَطاعَت فَهوَ يجرح أَو يَأسُو يقَصِّرُ عَن إِدراكِهِ كُلُّ واصفٍ وَلَو أَنَّهُ بَكرٌ وَساعدهُ قَسُّ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 9</p>",أبو حيان الأندلسي,العصر الأندلسي,قصائد غزل,عموديه,بحر الطويل
وِدادي صَحيحٌ لَم تَشُنهُ النَقائصُ وَحَظّي عَلى فَرطِ المَحَبَّةِ ناقِصُ وَلَو رامَ عَذلي من يُريني نَصيحَةً رَدَدتُ عذولي وَهوَ خزيانُ ناكِصُ وَعلّقتُه تركي أَصلٍ وَمُقلَةٍ لَهُ نَسَبٌ في آلِ خاقان خالِصُ رَبا وَهوَ ظَبيٌ بَينَ أُسدٍ وَغِزلةٍ قسيُّ فَؤادٍ نافرُ الطَبعِ نائِصُ وَعَهدي بِغزلانِ الفَلا يَقنِصونها وَهَذا غَزالٌ لِلضَراغيمِ قانِصُ خَصائصُ حُسنٍ زَيَّنتها صِفاتُهُ وَغَيرُ حَبيبي زََيَّنتهُ الخَصائِصُ مُحجَّبُ حُسنٍ لا يَزال يَصونُه رَقيبٌ عَلى حِفظٍ لَهُ الدَهر حارِصُ فَلا وَصلَ إِلا بِاختِلاسَةِ ناظِرٍ إِلَيهِ لَهُ طَرفٌ إِذا لاحَ شاخِصُ وَها هُوَ ذا عَن طَرفِيَ الشَهرَ غائِبٌ وَها أَنا ذا عَن حَتفيَ اليَومَ فاحِصُ فَقَلبيَ في نارٍ مِن الوَجدِ خالِدٌ وَطَرفيَ في بَحرٍ مِن الدَمعِ غائِصُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 10</p>",أبو حيان الأندلسي,العصر الأندلسي,قصائد غزل,عموديه,بحر الطويل
نَظرَةٌ أَتَت عَرَضا أَورثَتنيَ المَرَضا ناظِري إِلى قَمَرٍ بِالهَوى عَليَّ قَضى مُذ رَمى بِأَسهُمِهِ كانَ قَلبي العَرَضا خوطةٌ عَلى كُثُبٍ فَوقَها السَنا وَمَضا مَبسم بِهِ شَهدٌ شافياً لِمَن مَرِضا ثَغرُهُ وَجَوهَرُهُ لَم نَجِد بِهِ عَرَضا إِن نَرُم بِهِ بَدَلاً لَم نُصِب لَهُ عِوَضا بَينَما يواصِلنا إِذ هَزا بِنا وَمَضى تارِكاً سَنا لَهَبٍ في الحَشا وَجَمر غَضا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 9</p>",أبو حيان الأندلسي,العصر الأندلسي,قصائد غزل,عموديه,بحر المقتضب
